id,nameFirst,nameLast,origin,likert.valuesFriendship,likert.valuesFamily,likert.valuesCommunity,likert.valuesSelf,likert.valuesFaith,likert.valuesEducation,likert.valuesHealth,likert.valuesStrength,semDiff.dogCat,semDiff.donutMunchkins,semDiff.cakePie,semDiff.steelersPirates
dducking463,Dominque,Ducking,IN,4,5,5,5,5,3,1,4,3,3,5,5
mbertoncin832,Matthew,Bertoncini,AK,1,2,2,4,4,1,5,1,2,4,3,2
malm554,Millard,Alm,ND,5,4,2,2,2,4,3,1,5,2,3,2
acasalman417,Arturo,Casalman,ID,1,3,3,5,4,5,5,1,4,4,4,4
oretzloff684,Ouida,Retzloff,AR,2,3,4,5,2,1,1,2,4,2,2,5
cgiamichae687,Carlos,Giamichael,SC,4,1,4,5,2,3,5,2,5,4,2,5
khechinger388,Kelsie,Hechinger,NC,2,2,5,3,5,1,2,2,1,1,4,1
llochrico523,Lon,Lochrico,DE,5,1,3,4,5,2,3,5,3,1,1,2
dgragas721,Drew,Gragas,GA,3,2,3,2,5,3,2,1,4,1,5,4
vspotorno257,Valeri,Spotorno,WI,3,4,3,3,2,5,5,2,5,3,5,4
froane801,Fonda,Roane,VA,1,5,3,3,5,2,2,3,2,2,5,4
donukogu38,Deshawn,Onukogu,MO,5,1,4,5,5,5,3,2,1,2,1,2
mkalinoski409,Marion,Kalinoski,OK,4,3,5,4,5,4,4,5,4,5,4,1
rcarkhuff122,Rosario,Carkhuff,AZ,5,3,4,5,3,5,2,1,1,3,2,5
iguster73,Isaura,Guster,TN,5,2,4,3,1,2,3,3,5,4,3,1
cpoupard862,Christopher,Poupard,DE,1,5,4,5,2,4,3,2,4,2,1,2
kriff559,Kendall,Riff,OK,4,3,3,1,5,2,1,3,4,3,1,4
jstegall536,Jeanine,Stegall,CO,4,3,2,3,4,5,3,5,1,1,4,2
lbeniquez601,Leo,Beniquez,VA,2,1,2,5,2,3,1,4,4,3,5,1
mvelaquez736,Milford,Velaquez,OK,5,4,4,1,2,3,4,5,2,3,1,5
nmahe456,Nikia,Mahe,IN,4,4,5,3,2,3,4,4,2,5,4,2
mmeharg552,Moon,Meharg,ME,4,4,2,1,2,2,2,2,1,5,3,5
fbrodigan177,Faye,Brodigan,ND,1,4,2,4,5,5,5,1,2,3,3,3
lprinkey920,Leopoldo,Prinkey,LA,5,4,1,4,2,3,3,2,1,4,5,2
lsollors803,Lasandra,Sollors,ME,2,5,4,3,1,3,1,1,2,4,1,3
iobergfell355,Ivy,Obergfell,IL,5,1,5,3,2,1,1,5,2,4,1,5
dboehlar4,Denny,Boehlar,MD,5,5,5,4,4,1,1,2,1,5,1,4
gwalshe901,Genny,Walshe,MT,3,2,2,4,1,3,3,2,1,5,4,3
lolnick82,Liane,Olnick,NV,5,3,2,2,1,5,4,4,4,2,5,5
eobrzut701,Elliot,Obrzut,WA,3,1,4,3,3,2,3,5,2,3,5,5
vlacuesta476,Vella,Lacuesta,NY,4,4,1,5,1,5,3,1,2,4,1,1
adoberstei281,Aubrey,Doberstein,WV,1,2,3,4,1,5,4,3,3,4,3,1
erowser898,Ermelinda,Rowser,MD,3,5,3,3,2,1,3,4,2,2,4,1
lfons341,Lowell,Fons,TN,1,1,2,5,1,4,2,1,4,4,1,5
nreye977,Nobuko,Reye,WI,2,2,5,3,1,2,2,3,4,2,4,1
sjustin997,Samual,Justin,LA,3,5,5,2,3,3,3,5,1,4,5,4
kmasaitis409,Kelvin,Masaitis,CT,3,2,1,5,1,5,3,3,1,1,2,4
fadule162,Fabian,Adule,KY,4,1,2,4,2,1,1,5,1,5,5,4
mmckelvey891,Mira,Mckelvey,NH,4,3,3,2,4,4,5,1,4,5,1,2
slarrick585,Shandi,Larrick,IA,3,2,1,5,3,1,5,4,4,4,3,1
lcoxey998,Letitia,Coxey,MT,4,1,4,5,5,4,4,3,3,1,4,1
bfalzon995,Breanna,Falzon,WA,3,1,5,1,1,5,4,5,3,1,2,1
astrausser284,Alysa,Strausser,NY,3,5,4,3,2,3,2,5,4,4,4,2
aswenceski293,Angelyn,Swenceski,IL,3,5,4,5,5,1,1,4,5,5,4,5
gmiltz504,Genaro,Miltz,RI,2,2,2,4,4,2,2,5,5,5,1,3
mragusano690,Marcelino,Ragusano,CA,1,5,4,4,2,3,4,1,2,1,2,2
srising309,Shanita,Rising,SD,1,1,4,2,4,1,1,3,3,4,3,5
jdalmoro316,Jordon,Dalmoro,IL,3,1,5,5,4,3,2,4,2,4,3,5
cturja133,Clay,Turja,MO,2,2,3,5,4,4,4,1,2,4,5,2
jpenuel47,Joyce,Penuel,IN,2,4,3,1,3,1,5,3,2,4,5,1
mkibbe336,Mervin,Kibbe,CO,3,3,2,2,2,2,3,2,1,3,5,5
kvavricek597,Kendall,Vavricek,NH,3,5,3,2,3,4,4,4,5,3,3,2
drumpf833,Danny,Rumpf,OH,2,2,3,1,5,4,4,1,5,5,4,4
abednarski404,Antonia,Bednarski,MT,3,1,4,1,4,2,3,2,1,4,5,1
dbuba802,Dudley,Buba,CO,5,2,4,1,5,4,3,5,3,5,4,5
pbonsignor568,Paris,Bonsignore,IA,2,3,1,3,4,1,2,4,1,4,2,5
dlabbee156,Dee,Labbee,UT,4,2,4,1,5,3,3,5,3,2,4,3
wgilpatric871,Wilton,Gilpatric,NC,4,5,3,1,5,4,3,2,1,5,5,5
bprchal46,Belia,Prchal,OR,1,5,3,5,3,2,3,3,5,3,2,5
hquadnau62,Herminia,Quadnau,NJ,2,5,1,4,4,4,2,5,2,3,5,2
mdeeds799,Mirtha,Deeds,NC,5,2,5,3,3,5,2,1,5,2,4,4
jcunard751,January,Cunard,DE,4,3,4,4,4,1,1,4,2,3,5,3
bsaetern739,Beatris,Saetern,ND,1,1,1,4,4,1,1,3,3,2,2,3
dgorenflo533,Donnell,Gorenflo,CT,4,4,1,4,1,1,4,2,2,4,3,2
tshih564,Tiffaney,Shih,LA,4,5,3,2,4,5,2,3,4,1,1,3
lolay87,Lance,Olay,TN,3,5,3,1,2,3,1,1,4,1,5,2
strueblood864,Shaunte,Trueblood,MI,2,1,1,3,3,2,3,5,5,3,3,3
eredfern342,Exie,Redfern,SD,4,4,4,5,3,5,4,1,3,2,2,1
jgaretson631,Jo,Garetson,LA,1,4,5,4,5,3,2,4,4,3,5,5
arobin721,Audrey,Robin,KS,1,5,5,1,1,5,1,5,2,3,4,4
hwittler950,Hallie,Wittler,IL,4,5,4,3,5,1,1,5,2,5,5,3
avandon692,Albertina,Vandon,CO,3,1,5,5,4,5,2,1,5,1,2,2
kcarmona381,Kirby,Carmona,KS,5,5,2,1,5,1,1,1,1,4,5,5
asiderman148,Alvin,Siderman,NM,3,5,5,5,4,4,2,4,1,3,1,3
aosborne494,Angeline,Osborne,GA,3,4,2,5,3,2,5,5,3,3,2,4
jtroche560,Josefa,Troche,SD,5,4,5,5,2,2,1,1,1,3,2,4
rmalvern907,Rutha,Malvern,KS,2,3,3,3,3,3,5,2,2,5,5,5
alaack659,Arden,Laack,OH,3,5,5,4,1,2,5,1,3,2,1,3
sgoffer96,Sharyn,Goffer,CT,4,5,1,1,1,1,2,3,4,1,2,2
lspettel496,Lorenza,Spettel,MA,5,2,5,1,5,1,3,1,3,2,1,2
egazdecki444,Ema,Gazdecki,UT,1,5,5,4,1,3,2,1,2,2,3,1
wgimenez441,Wendell,Gimenez,NV,4,4,5,3,1,1,5,2,2,5,2,2
wbenneth883,Wade,Benneth,ME,3,4,4,2,1,1,4,5,4,3,3,1
lsiddall659,Lenny,Siddall,FL,5,1,3,1,3,1,4,5,3,3,3,1
dweyandt901,Dallas,Weyandt,OH,5,5,3,4,3,2,3,1,5,5,5,4
cvoltin334,Chu,Voltin,MI,3,4,4,4,5,1,5,2,4,2,2,2
rkinde792,Rudy,Kinde,LA,5,1,2,1,3,1,4,3,1,2,2,4
lgavenda206,Lawerence,Gavenda,KY,3,1,2,3,3,5,5,2,1,2,2,5
bprettner435,Blair,Prettner,NY,4,1,5,4,1,5,1,4,4,3,4,4
sbister896,Sid,Bister,ID,3,3,5,4,2,3,3,1,5,1,5,1
yluo154,Young,Luo,MD,1,5,1,1,2,2,2,4,1,2,5,1
fsutter484,Floretta,Sutter,KY,1,4,5,4,2,4,2,2,1,1,4,3
jfairhurst177,Jody,Fairhurst,OR,2,5,2,4,4,2,5,1,4,5,4,1
aarmour370,Adah,Armour,ND,5,2,5,2,4,5,1,5,2,4,5,2
hmizzelle224,Hunter,Mizzelle,NH,1,5,1,2,4,1,2,4,2,2,5,4
jclucas480,Jerrell,Clucas,VA,2,5,3,2,3,3,5,4,1,4,4,2
amunley999,Anitra,Munley,NJ,1,1,4,1,3,3,3,3,1,2,2,1
mreich883,Milford,Reich,NC,4,3,1,5,1,1,4,1,1,1,1,5
lwilloby607,Lesha,Willoby,TX,5,5,1,1,5,4,3,5,4,2,5,2
mbakalar871,Maurice,Bakalar,IA,1,2,5,5,5,1,1,4,5,2,3,2
mterronez130,Mikki,Terronez,RI,1,4,5,4,1,3,1,3,4,5,4,3
bberhalter756,Billie,Berhalter,RI,5,1,2,5,4,2,1,2,5,2,2,5
bwestphale220,Bao,Westphalen,AK,3,4,4,4,1,3,2,1,4,1,2,1
mceparano502,Marcellus,Ceparano,AK,3,4,3,4,3,3,1,4,2,4,4,5
ddenna565,Delmar,Denna,NY,5,2,5,3,1,3,4,1,4,5,1,4
mtabian330,Milton,Tabian,MD,3,3,1,2,5,3,2,4,5,2,5,3
mlamond373,Maragaret,Lamond,WI,3,1,2,4,3,5,4,1,1,5,3,5
amcgann925,Avis,Mcgann,WV,5,4,4,2,4,4,2,5,2,1,4,1
cheise729,Cyrus,Heise,UT,2,3,2,1,3,5,2,2,4,3,4,4
vsiegwarth855,Violet,Siegwarth,NV,3,3,5,1,4,5,5,2,1,3,4,5
cmoises880,Cherise,Moises,MT,1,2,1,3,5,1,2,5,2,5,4,5
cmerzlak874,Carrol,Merzlak,NJ,5,2,4,2,4,1,3,4,2,4,5,1
eglodo67,Elaine,Glodo,DE,2,4,2,2,2,5,4,4,1,5,5,3
shonchul851,Sherie,Honchul,AL,4,4,2,3,2,2,5,4,2,1,1,5
bschriber805,Billie,Schriber,MD,4,2,3,3,5,1,2,3,3,5,5,4
mkaleel245,Myron,Kaleel,ID,1,1,1,1,1,2,1,5,4,5,3,5
tdishong453,Tobie,Dishong,AZ,2,4,3,5,2,1,2,2,5,5,3,3
ebodda96,Evelyn,Bodda,VT,1,3,4,3,1,1,4,1,4,3,4,5
mspittle314,Milan,Spittle,AZ,2,1,4,5,1,2,1,4,5,5,3,4
lohlenbusc130,Lien,Ohlenbusch,WY,3,3,4,2,1,4,3,3,1,1,2,1
mbuzzard99,Micheal,Buzzard,NV,4,3,1,2,2,4,2,3,3,4,5,1
rburg862,Rudolph,Burg,GA,3,3,2,2,2,2,3,2,4,5,1,4
elebarge769,Emile,Lebarge,RI,2,3,5,2,3,1,5,1,5,3,4,1
mpayan502,Martin,Payan,AK,1,5,3,2,1,4,2,2,4,5,1,5
hgellis871,Henriette,Gellis,NJ,2,2,1,5,4,3,5,3,2,5,2,4
qquevedo732,Quinton,Quevedo,OH,5,3,5,3,4,1,2,2,1,4,4,4
lherrand324,Lurlene,Herrand,OR,2,2,3,4,4,2,4,4,2,3,5,3
rservidio80,Rubin,Servidio,MN,3,4,3,1,2,3,5,4,4,2,2,1
lalverez113,Latarsha,Alverez,IA,4,2,5,4,1,4,5,3,1,2,2,4
jultreras56,Jazmine,Ultreras,KS,5,2,3,3,5,1,3,5,3,2,3,1
awhitset652,Albert,Whitset,TX,2,5,2,4,3,2,5,1,4,4,5,2
dwanca709,Dirk,Wanca,KY,2,4,4,3,5,2,1,2,2,4,1,4
calpheaus798,Cherri,Alpheaus,TN,1,2,4,2,2,3,5,1,4,5,2,4
dshampine587,Dione,Shampine,TX,1,5,1,5,5,2,4,4,1,3,2,3
katkeson777,Kenny,Atkeson,IA,4,2,3,2,3,5,1,5,5,3,2,2
nlaning341,Nicole,Laning,SC,3,3,1,5,1,2,4,3,1,3,1,5
dnanfito744,Douglass,Nanfito,CA,5,3,3,2,2,4,5,1,5,4,1,4
rdicola914,Rudolph,Dicola,TX,4,5,3,1,1,3,2,2,5,2,4,1
pkozak510,Phil,Kozak,GA,2,3,5,1,4,4,3,3,1,4,4,3
htetreau892,Hyman,Tetreau,MT,5,2,4,5,2,3,5,3,5,2,4,4
jmcdivitt455,Jesusa,Mcdivitt,TX,2,5,3,3,3,5,2,5,3,5,3,1
psnide798,Patricia,Snide,OR,2,2,2,5,2,2,2,5,4,4,3,5
vkoss464,Versie,Koss,NJ,4,3,4,4,4,4,1,3,5,4,5,1
lmarkway948,Luis,Markway,NY,3,4,1,1,5,5,2,5,3,1,4,4
jbatzli8,Jessia,Batzli,MT,5,1,3,5,4,4,1,1,5,4,4,5
tleuenthal66,Tien,Leuenthal,NJ,1,5,3,5,2,3,3,2,5,2,2,1
csoboleski942,Clarice,Soboleski,WY,2,5,5,2,3,1,5,4,1,4,3,1
grapkin997,Garret,Rapkin,NH,1,5,2,4,2,1,1,4,1,4,5,3
fysquierdo159,Farah,Ysquierdo,AL,2,3,2,2,1,4,4,1,5,4,4,4
mbreath323,Margit,Breath,DE,4,4,5,2,4,2,1,1,1,4,2,2
jkanatzar47,Jerrold,Kanatzar,OR,2,4,4,5,5,4,2,2,5,2,3,5
nludlum433,Norberto,Ludlum,NC,4,2,3,2,5,4,1,1,1,5,2,4
tseide9,Theo,Seide,UT,3,2,3,3,1,4,3,3,2,4,1,3
ftrigleth950,Frank,Trigleth,OR,4,2,1,5,2,2,4,1,1,4,5,3
kmagedanz576,Kai,Magedanz,MA,2,4,2,3,4,4,5,5,1,1,3,5
lzick489,Lanita,Zick,DE,4,4,3,4,2,1,5,2,5,5,5,2
jserenil91,Julius,Serenil,SC,3,5,1,1,3,5,2,2,2,3,1,3
snewmon785,Saran,Newmon,OK,3,4,2,1,2,3,2,5,4,3,2,2
tcasavez999,Tomi,Casavez,ND,2,3,2,4,5,3,4,4,3,2,1,1
tespe815,Tracy,Espe,CT,2,5,1,4,1,1,5,3,3,2,4,4
gmcgurr367,Glayds,Mcgurr,MD,3,1,4,5,3,3,4,5,1,2,3,2
lcastellan208,Ladonna,Castellanoz,MA,3,4,2,5,4,1,1,1,1,1,1,1
fnydick892,Felicita,Nydick,NC,4,1,1,4,2,3,3,5,1,2,4,3
aerlwein666,Albert,Erlwein,OR,1,5,4,1,5,4,4,3,5,3,4,5
kvorwaller975,Karren,Vorwaller,NE,3,3,5,2,4,5,2,1,4,3,2,1
lwegman924,Laronda,Wegman,OH,3,3,1,2,5,2,1,3,4,4,1,2
fcabaniss640,Faustino,Cabaniss,CT,5,2,5,2,3,3,2,3,3,5,1,2
dcrowe945,Dena,Crowe,CO,1,4,1,3,3,1,4,5,4,5,2,3
clamaack928,China,Lamaack,KS,4,1,2,5,5,5,3,5,2,1,5,5
nchiarenza948,Nolan,Chiarenza,RI,2,4,4,4,2,3,1,2,3,4,5,3
agilcreast593,Allison,Gilcreast,MS,1,2,3,3,1,2,1,5,2,5,2,3
rbreihan94,Rueben,Breihan,WY,5,2,1,3,5,3,4,2,3,4,1,5
smccoid324,Shenita,Mccoid,TN,3,3,1,4,1,1,2,4,4,2,5,4
ltraino60,Lorriane,Traino,MN,2,3,4,4,3,2,3,2,5,4,1,5
lkrom459,Lucinda,Krom,IL,2,1,5,4,5,2,3,3,5,3,1,5
rbumps637,Roosevelt,Bumps,SD,2,5,5,5,5,2,3,4,5,4,1,5
dmasenten942,Digna,Masenten,HI,2,2,5,1,5,4,2,5,4,2,1,3
jdimick722,Jessie,Dimick,RI,5,1,5,5,3,5,3,5,2,1,3,1
gdorey612,Gabriel,Dorey,FL,3,2,3,4,5,4,5,5,5,3,3,2
jnixon310,Jamar,Nixon,HI,3,5,3,5,1,3,1,4,1,1,3,4
wstallons931,Wilton,Stallons,TX,2,1,4,4,4,1,4,2,2,1,1,1
vorvis909,Valentine,Orvis,HI,5,5,5,2,4,1,1,1,3,5,3,3
iiraheta771,Ivan,Iraheta,FL,3,1,2,3,5,4,4,3,5,2,5,1
amonzingo914,Andrew,Monzingo,AZ,3,5,3,1,4,2,3,3,1,3,5,3
tgisler238,Treva,Gisler,CT,1,3,3,3,2,4,2,2,1,4,1,5
jhole249,Jayson,Hole,MA,3,3,2,3,2,4,5,1,1,1,4,4
zcottengim272,Zulma,Cottengim,IN,3,3,1,4,5,3,1,3,4,5,4,3
hokwuona289,Hipolito,Okwuona,SD,4,1,2,2,5,2,1,2,2,2,1,3
mgrohoske586,Margarito,Grohoske,DE,2,4,5,3,4,4,5,5,3,4,4,5
pamar238,Parker,Amar,WA,2,2,2,5,3,5,1,4,4,1,4,1
menstad413,Melanie,Enstad,NJ,2,2,3,5,5,3,2,3,1,4,5,2
vnellon495,Vernice,Nellon,RI,4,3,1,3,2,3,4,2,3,3,5,5
fhesson143,Fabiola,Hesson,MT,4,3,2,4,5,2,3,4,3,1,1,5
lhammed135,Long,Hammed,AZ,4,4,5,4,1,1,5,3,4,1,2,4
kbrookie584,Kattie,Brookie,ND,1,4,5,5,1,4,4,4,1,2,2,5
tcampellon605,Tammy,Campellone,CA,1,2,3,3,2,5,4,1,1,2,3,3
lbuccieri697,Letitia,Buccieri,OH,4,3,4,4,1,4,4,4,5,3,3,2
kblomgren803,Kieth,Blomgren,IL,3,4,3,2,4,5,3,4,4,2,2,2
rllano800,Reggie,Llano,GA,4,3,2,1,2,5,1,3,1,5,5,5
jlazich99,Joan,Lazich,ME,2,5,4,5,5,4,3,2,1,1,3,3
erossman374,Edward,Rossman,FL,5,4,3,4,5,5,1,4,3,4,2,5
edezarn972,Erick,Dezarn,OR,5,2,4,4,4,5,2,5,5,1,1,4
rduce779,Rochell,Duce,WY,3,1,5,4,1,2,1,1,3,2,3,2
cgargiulo398,Cornell,Gargiulo,RI,2,2,5,2,3,3,5,5,5,3,1,2
rkhounthav344,Reginald,Khounthavong,CA,1,3,5,4,3,2,5,4,5,2,5,3
dchandra492,Dustin,Chandra,OR,1,2,3,4,2,5,3,5,2,1,1,4
tkendzior136,Tamara,Kendzior,ME,3,3,2,2,4,3,5,2,1,5,3,4
sbarajas210,Savanna,Barajas,OH,4,2,3,2,1,3,1,3,5,5,5,5
qgambler217,Quintin,Gambler,UT,3,1,1,3,3,3,2,1,3,3,3,1
cubry763,Clarine,Ubry,NJ,5,2,3,4,3,4,4,1,3,4,5,3
jkozyra617,Julianne,Kozyra,IA,5,1,2,1,1,2,1,1,2,1,1,3
lanker962,Laurence,Anker,WV,4,3,2,4,2,5,5,5,2,3,4,3
yrandolph230,Yvone,Randolph,NJ,5,5,2,4,1,3,5,4,5,1,3,1
thughlett879,Tara,Hughlett,IL,3,3,3,5,3,4,2,3,1,1,2,4
ckauk72,Coy,Kauk,TN,2,2,3,5,1,3,2,2,3,2,3,1
rvoisard251,Reid,Voisard,IN,5,5,5,4,4,1,4,2,5,4,4,5
sboyar471,Shirly,Boyar,MN,5,5,5,1,1,3,4,1,5,2,2,5
mklempa828,Meri,Klempa,CT,1,5,3,5,5,1,1,5,4,5,2,5
ylinnertz795,Yoshie,Linnertz,VA,3,3,5,3,1,5,1,3,2,1,1,5
dgrewell305,Dewayne,Grewell,PA,3,4,4,5,4,3,4,2,5,3,2,5
tmcgloin380,Tomeka,Mcgloin,NH,1,5,1,4,1,4,1,4,1,2,5,3
sbrozovich60,Shakira,Brozovich,NC,3,5,4,1,2,4,5,3,1,2,5,3
oiossa242,Otto,Iossa,WI,3,2,3,1,5,4,3,2,4,2,2,3
rseelye647,Rey,Seelye,IA,4,1,5,1,5,2,1,1,4,3,5,4
jwelms522,Jc,Welms,AZ,1,2,5,5,3,3,3,3,3,1,4,2
mbeaton58,Marry,Beaton,ID,1,5,1,1,2,5,3,5,3,3,4,4
eyong265,Elden,Yong,FL,1,3,3,1,2,3,2,4,3,1,2,5
ldonati137,Loyd,Donati,IN,4,1,1,4,3,1,2,1,1,3,3,5
ymcenaney442,Yong,Mcenaney,MT,5,5,3,5,2,3,3,4,1,1,5,5
curben119,Cira,Urben,AL,2,5,3,1,1,4,2,4,2,1,3,3
rmontembea389,Rosalba,Montembeau,IN,1,5,3,1,1,2,2,2,2,2,1,2
mlayva23,Marshall,Layva,TX,4,3,2,5,2,4,3,3,5,1,1,5
ccorish915,Cheryle,Corish,TX,3,5,4,1,1,5,5,2,4,4,4,5
mturman473,Maryln,Turman,AR,3,1,3,5,5,3,3,1,2,2,5,1
twinsman577,Thomas,Winsman,TN,2,2,3,5,4,4,3,4,4,4,2,4
bdornon485,Bart,Dornon,NC,3,1,4,4,2,4,1,1,3,4,4,1
tkerbow490,Todd,Kerbow,NY,3,2,3,4,4,3,4,2,4,3,1,1
kfipps233,Kaci,Fipps,KY,5,5,1,4,2,3,5,2,5,4,4,4
shilty672,Shaniqua,Hilty,TX,2,5,4,2,1,4,4,1,4,3,3,3
bkratochwi793,Bennett,Kratochwil,AL,2,4,4,2,3,5,4,2,1,3,5,2
jtemblador397,Jesse,Temblador,WV,4,1,5,1,4,4,3,3,4,4,3,2
tkeeth731,Tanna,Keeth,NC,2,5,1,1,3,4,4,3,4,1,1,4
ekrajcer408,Eliseo,Krajcer,MS,1,1,3,4,3,5,1,5,3,2,4,1
hbollen206,Humberto,Bollen,NY,2,2,1,5,1,2,3,2,5,2,5,3
jbeccue532,Jacquline,Beccue,CA,2,4,2,3,1,3,1,2,1,1,3,5
cwurgler657,Clint,Wurgler,SD,4,5,4,4,2,2,4,2,3,1,2,5
hleamer689,Harold,Leamer,CO,2,3,5,2,1,1,1,4,3,2,5,1
mwaterwort174,Marco,Waterworth,RI,1,5,1,2,2,4,4,2,2,2,2,5
rforseth286,Roxy,Forseth,MO,2,4,5,1,3,1,5,4,5,1,4,1
mchila215,Mario,Chila,ND,3,5,4,2,4,4,5,2,1,3,3,2
ahinderer936,Ashely,Hinderer,ID,5,2,1,2,5,5,2,4,1,5,3,2
lbazer523,Lanie,Bazer,IA,4,2,1,4,3,3,5,2,4,2,1,3
jvanveen875,Jeni,Vanveen,MO,4,4,4,3,1,1,5,4,1,4,5,2
sdenn308,Sonya,Denn,DE,3,1,4,4,3,4,3,2,3,3,2,5
rwolfley562,Randolph,Wolfley,KS,4,3,5,3,1,3,1,1,5,5,3,2
tbuchal259,Tomas,Buchal,FL,2,3,1,3,3,3,1,2,5,2,1,1
eastley28,Edwardo,Astley,IN,3,4,4,3,5,3,5,3,1,3,4,2
wseppi749,Walker,Seppi,IL,1,1,3,1,1,2,5,1,5,2,1,3
jhesselrod836,Jeannine,Hesselrode,TX,3,2,1,1,1,2,4,3,3,4,2,2
mnassif203,Margert,Nassif,NJ,3,4,5,2,2,3,1,5,2,2,1,1
bacedo187,Burton,Acedo,AR,2,4,1,2,4,4,3,2,5,2,5,1
kkoski495,Kirk,Koski,NC,3,3,3,3,2,2,2,4,3,5,4,3
nmclyman601,Nikita,Mclyman,MI,5,1,2,3,3,4,1,5,4,3,3,4
gagredano346,Glory,Agredano,NC,1,4,5,4,3,4,2,4,3,4,3,5
jrexroad876,Jamel,Rexroad,FL,1,5,5,5,2,3,4,3,3,3,2,4
gsimo20,Graig,Simo,MS,1,1,4,2,5,1,2,5,3,3,3,4
ubohnet789,Ulysses,Bohnet,MN,1,1,3,2,5,3,1,1,5,4,2,1
bdemik517,Bo,Demik,SD,3,2,2,3,4,5,1,1,2,4,5,1
msardin588,Michelina,Sardin,VA,2,5,5,1,3,3,3,4,1,4,1,1
acummiskey600,Austin,Cummiskey,ND,5,4,1,1,3,1,4,4,4,1,4,5
tdachs666,Tom,Dachs,MA,2,3,2,5,5,4,4,3,2,4,2,2
dheartley312,Dana,Heartley,AR,1,2,5,5,2,2,4,2,5,2,4,1
nvigus936,Nova,Vigus,AR,2,5,2,4,2,2,4,4,4,3,5,2
cdunavant234,Carlton,Dunavant,NY,2,2,4,1,3,4,5,4,3,3,2,4
efrere780,Elois,Frere,PA,4,1,3,2,2,1,3,4,5,2,5,1
gbrasseaux533,Georgina,Brasseaux,DE,5,4,1,5,4,2,4,4,4,5,2,3
hphilps9,Hedwig,Philps,TX,2,1,2,2,1,2,2,2,4,1,2,5
lraglow439,Leighann,Raglow,KS,5,1,5,2,3,2,5,3,2,5,5,3
kspeach279,Keisha,Speach,TN,4,2,2,1,2,1,1,4,4,5,3,4
adotzler532,Anabel,Dotzler,VT,3,2,5,3,3,1,1,5,2,2,3,1
dpostell535,Diego,Postell,HI,2,4,3,3,5,1,2,2,2,1,5,4
chatlee572,Cedric,Hatlee,MN,3,5,5,4,3,5,4,1,4,1,4,4
mbenanti833,Milton,Benanti,OH,4,1,1,2,5,1,5,3,1,3,2,5
dredfox210,David,Redfox,IA,5,2,3,4,2,1,1,2,2,1,3,3
bsaggio961,Brenton,Saggio,WY,2,3,5,2,3,2,1,3,2,5,5,2
awethje364,Armanda,Wethje,PA,5,5,2,5,3,2,5,1,5,2,5,1
dlehrian513,Deane,Lehrian,ME,3,2,1,3,3,5,3,5,1,2,1,2
pkanzler954,Perla,Kanzler,RI,2,5,4,4,3,5,3,1,1,4,3,4
cobermier817,Clare,Obermier,AK,5,3,4,2,1,5,5,5,4,2,4,2
bnovad669,Bill,Novad,NH,5,3,2,4,4,1,3,3,2,1,3,2
wdewall913,Willy,Dewall,NE,4,4,4,1,3,1,2,3,5,2,5,5
psprygada992,Percy,Sprygada,VT,4,1,2,3,1,2,5,3,1,2,5,3
lsumlar851,Leonel,Sumlar,WV,4,1,5,1,2,5,5,3,4,3,4,2
pbroenneke766,Porsha,Broenneke,AZ,4,4,1,2,4,1,3,5,2,1,4,3
kschraub490,Karl,Schraub,IA,4,1,1,5,1,3,5,5,3,1,3,5
nhorsch625,Nikia,Horsch,LA,4,3,3,1,2,3,1,4,5,5,3,2
miarussi657,Mary,Iarussi,AK,1,1,4,2,2,4,2,4,1,2,1,2
mlahtinen857,Mikaela,Lahtinen,TX,5,3,3,1,5,3,5,2,1,1,3,5
mjoo563,Magaret,Joo,KY,4,5,5,3,4,5,4,2,5,2,2,3
enield866,Ellamae,Nield,ND,4,1,1,2,1,4,2,4,5,2,1,2
rmoncayo553,Rosalina,Moncayo,IN,1,4,2,2,2,5,4,1,3,4,1,3
abens991,Annett,Bens,AL,5,1,4,5,2,5,4,5,2,3,1,1
nottoson411,Neil,Ottoson,FL,5,3,1,4,3,3,1,2,2,2,4,2
dhildahl362,Dillon,Hildahl,TX,5,1,3,1,4,5,1,5,3,1,2,3
mabatti741,Maria,Abatti,FL,5,4,5,3,5,1,1,3,1,1,3,4
rsockey808,Raphael,Sockey,UT,1,2,3,4,2,1,5,5,1,5,3,3
lblazosky492,Lucrecia,Blazosky,MA,2,4,5,3,1,5,2,4,3,4,5,5
fluchterha351,Fred,Luchterhand,IL,1,1,4,1,4,2,4,3,3,4,1,3
jlatsko527,Jonathan,Latsko,KY,3,1,4,4,1,1,1,3,5,5,3,4
tjemmott33,Trinidad,Jemmott,OK,4,5,1,5,2,1,5,3,2,5,4,3
jmongeon754,Juana,Mongeon,KY,3,4,1,2,4,5,3,5,4,1,5,1
proner433,Paul,Roner,OK,3,2,4,4,4,2,1,4,1,5,5,1
dgranthan92,Dominique,Granthan,KY,1,3,1,2,5,3,5,4,2,2,5,5
bcoady165,Brice,Coady,OK,3,5,1,2,1,1,5,5,4,4,5,1
cdorais900,Celeste,Dorais,LA,2,1,5,5,2,3,2,5,3,2,1,5
hheymann442,Herman,Heymann,WI,4,1,4,3,1,2,5,3,4,2,1,1
rbillie930,Rosa,Billie,LA,5,2,2,1,3,5,2,4,3,3,5,5
sshimek158,Sid,Shimek,WA,1,4,2,1,5,4,3,1,5,5,3,3
